Government,Region,Issuing Area of Government,Title,Type,Date,OSS Specific?,Stated Objective: Cost,Stated Objective: Sovereignty,Stated Objective: Support for National Industry,Stated Objective: Modernization,Stated Objective: Transparency,Stated Objective: Security,Action,Term,Status,Comments,Source,Source II,Notes
Malaysia,Asia,Executive,Government to implement Open Source Software (OSS) in its departments and agencies,Support,2002,Yes,X,X,-,-,-,-,Procurement - mandatory,OSS,Failed,The Prime Minister said at a “closed-door” meeting that the Government would implement OSS in its departments and agencies.,https://web.archive.org/web/20030202182915/http://star-techcentral.com/tech/story.asp?file=/2002/8/9/technology/09oss&sec=technology,,
Malta,Europe,Ministry,White Paper on Open Source Software:  ‘Open Source Vision: Nurturing the Proliferation of Open Source Software’ ,Other,2010,Yes,-,-,-,X,-,-,Training,OSS,Approved,"Proposes introducing OSS solutions in schools, libraries, and other public administrations, and providing training sessions for civil servants.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_MT.pdf,,
Malta,Europe,Agency,Open Source Software Directive,Directives & Regulation,2012,Yes,-,-,-,X,-,-,How to Use,OSS,Approved,Guides the implementation of OSS in public administrations.,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_MT.pdf,,
Malta,Europe,Agency,Open Source Software Policy,Directives & Regulation,2019,Yes,X,-,-,X,-,-,Procurement - advisory,OSS,Approved,"Encourages cost effective OSS solutions through the public administration; under the policy, public administrations will actively consider and adopt OSS solutions that are ""cost-effective and non-disruptive."" The government will also publish their OSS solutions under the EUPL license.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_MT.pdf,,
Malta,Europe,Executive,Digital Malta: National IT Strategy 2014-2020,Strategy,2014,No,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,"""Instructs public administrations to adopt open standards"", and states that equal consideration must be given to OSS solutions and proprietary solutions.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_MT.pdf,,
Malta,Europe,Agency,Open Source Software Policy,Directives & Regulation,2012,Yes,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,Implemented to encourage the use of OSS solutions in public administrations and maximize the reuse of procured software.,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_MT.pdf,,
Malta,Europe,Agency,"Public Consultation on ‘Open Source Vision: Nurturing the
Proliferation of Open Source Software’ ",Support,2010,Yes,-,-,-,X,-,-,R&D,OSS,Approved,Open for one month; resulted in set of principles to help increase the uptake of OSS solutions in Maltese public administrations.,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_MT.pdf,,
Malta,Europe,Agency,MITA Strategy 2015-2017,Strategy,2015,No,-,-,-,X,-,-,Repository,OSS,Approved,Action 33- highlighted the government plan to develop a repository to host a collection of information systems used by Maltese public administrations. OSS solutions and information on reusable tools and systems across the EU were also made available through this strategy.,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_MT.pdf,,
Mauritius,Africa,Ministry,"National Open Source Software
Policy for the Republic of Mauritius",Other,2014,Yes,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,"Prepared for the Ministry of Information and Communication Technology with the support of European Union, the OSS Directive guides implementation of OSS and encourages governments to consider OSS solutions on an equal, if not preferential solution.",https://mitci.govmu.org/Documents/Strategies/Mauritius%20OSS%20Policy%202014%20final.pdf,,
Mauritius,Africa,Ministry,e-Government Strategy,Strategy,2013,No,-,-,X,X,-,-,Procurement - advisory,OSS,Approved,The Strategy by the Ministry of Information and Communication Technology recommends that an Open Source Software Policy be formulated so that Government can provide the right framework for open source applications to interoperate with existing applications. Such a policy would seek to positively impact the growth of the open source segment of the software industry and will instill more competition in the software application market. The Open Government Data Portal has been identified as a pilot open source project for Government.,https://fdocuments.in/document/mauritius-egov-strategy-17-june-2013pdf.html,,
Mexico,North America,Executive,"Agreement on the policies to promote the use of informatics, digital government, ICTs and information security in the Federal Public Administration",Directives & Regulation,2021,No,X,X,-,X,X,-,Procurement - advisory,FLOSS / FOSS,Approved,"National Digital Strategy Coordination. Policy has the objective to strengthen the use of free and open software and standards, amongst others. ",https://www.gob.mx/cms/uploads/attachment/file/712486/Acuerdo_Pol_y_Disp_TICs.pdf,,
Mexico,North America,Executive,Planning Process for the Development of the National Digital Strategy and Technology Policy,Strategy,2021,No,X,X,-,X,X,-,Procurement - advisory,FLOSS / FOSS,Approved,"National Digital Strategy Coordination. One of the key objectives of the Policy is to seek digital autonomy, sovereignty and independence, by prioritizing free software and open standards.",https://www.gob.mx/cedn/documentos/proceso-de-planeacion-para-el-desarrollo-de-la-estrategia-digital-nacional-y-de-la-politica-tecnologica,,
Mexico,North America,Legislative,Republican Austerity Federal Law,Bill,2019,No,X,-,-,-,-,-,Procurement - mandatory,FLOSS / FOSS,Approved,Prioritizing free software is a promoted austerity measure. ,https://www.gob.mx/cms/uploads/attachment/file/514462/LFAR_191119.pdf,,
Mexico,North America,Ministry,Trimestral Report on Subsidy Programs,Other,2012,No,-,-,X,-,-,-,R&D,FLOSS / FOSS,Approved,Mexican Association for Free Software was included in the list of organizations authorized to receive a subsidy under the Program for the Development of the Software Industry.,https://www.gob.mx/cms/uploads/attachment/file/39544/LB4T12CPPROSOFT.pdf,,
Mexico,North America,Ministry,Trimestral Report on Subsidy Programs,Other,2013,No,-,-,X,-,-,-,R&D,FLOSS / FOSS,Approved,Mexican Association for Free Software was included in the list of organizations authorized to receive a subsidy under the Program for the Development of the Software Industry.,https://www.gob.mx/cms/uploads/attachment/file/39495/LB2ITPROSOFT.pdf,,
Mexico,North America,Ministry,Trimestral Report on Subsidy Programs,Other,2016,No,-,-,X,-,-,-,R&D,FLOSS / FOSS,Approved,Mexican Association for Free Software was included in the list of organizations authorized to receive a subsidy under the Program for the Development of the Software Industry.,https://www.gob.mx/cms/uploads/attachment/file/54136/lb4it15prosoft.pdf,,
Mexico,North America,Legislative,"Proposition with point of agreement, to exhort the federal executive to consider the preferential use of free software licenses in the federal public administration.",Bill,2009,Yes,X,-,-,X,-,-,Procurement - advisory,FLOSS / FOSS,Failed,"Legislation proposed in June urges the President to consider, where deemed feasible, the preferential use of free software licenses in all branches of the Federal Executive bodies and para-state organizations.",http://web.archive.org/web/20100421095411/https:/www.senado.gob.mx/gace.php?sesion=2009/06/03/1&documento=128,,
Mexico,North America,Executive,Mandatory OSS on government computers,Directives & Regulation,2001,Yes,X,-,-,-,-,-,Procurement - mandatory,FLOSS / FOSS,Failed,Legislation would have mandated the use of OSS on federal government computers.,https://web.archive.org/web/20100629055125/https://spp.gatech.edu/faculty/workingpapers/wp49.pdf,https://www.elmundo.es/navegante/2001/03/15/softlibre/984660050.html (seems like it was for Mexico DF actually),
Mexico,North America,Executive,Technical bases of Computer Security for the dependencies and entities of the Federal Public Administration,Other,2020,No,-,-,-,-,-,X,Procurement - advisory,FLOSS / FOSS,Approved,Set by the National Digital Strategy Coordination. Incident-prevention measure #21 recommends prioritizing the migration and use of free software and GNU/Linux.,https://www.gob.mx/cms/uploads/attachment/file/651941/Seguridad_Informa_tica.pdf,,
Micronesia,Oceania,Executive,The Federated States of Micronesia National ICT and Telecommunications Policy,Strategy,2012,No,-,-,-,X,-,-,Procurement - advisory,FLOSS / FOSS,Approved,"The strategy contains a section seeking to ""Develop a government software strategy and encourage the use of FOSS (Free and Open
Source Software)"" .",https://studylib.net/doc/12953029/the-federated-states-the-federated-states-of-micronesia-o…,,
Mongolia,Asia,Agency,OSS Standard,Other,2012,Yes,-,-,-,-,-,-,How to Use,OSS,Approved,The Department of Standardization and Metrology issued a standard on OSS for information technology.,https://news.mn/r/619520/,,
Mongolia,Asia,Legislative,Seven Operational goals for 2014,Strategy,2013,No,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,In one of the seven operational goals of 2014 from the State Great Khural is to transfer software and systems used for official purposes to open source.,http://www.parliament.mn/files/1791,,
Mongolia,Asia,Legislative,2013 activities of the Secretariat of the State Great Hural,Other,2013,No,X,-,-,X,-,-,Procurement - mandatory,OSS,Approved,"In 2013, the government transferred the library, stationery and financial software of the State Parliament to OSS, citing the software does not violate intellectual property rights. Office of the Parliament became the first government organization to switch to an open source system and reportedly saved more than 1 billion MNT in the state budget.",http://www.parliament.mn/files/1791,,
Mongolia,Asia,Executive,Open Data Readiness Assessment ,Support,2018,No,-,-,-,X,-,-,R&D,OSS,Approved,"In an assessment of the government's open data capabilities, the government stated political leadership is essential to fund open source programming, but long-term financing had not yet been determined. ",https://www.smart.gov.mn/wp-content/uploads/2019/02/ODRA_report_eng.pdf,,
Mongolia,Asia,Legislative,Possibilities of introducing and developing open source software,Support,2013,Yes,-,-,-,X,-,-,R&D,OSS,Approved,"Open source software developers, researchers and experts, and technology workers participated in the discussion on promoting OSS development. In Speaker of the Parliament's speech during the discussion, he mentioned Mongolia's need to use software that does not violate property rights. ",http://testsuvdhan.blogspot.com/2013/01/blog-post_8585.html?m,,
